,main_file,label_img,sub_level_file
193,JBR06147,IMG_LOT_CODE_SYMBOL_BW.png,JBR06147_L2_7_1.png
194,JBR06147,IMG_LOT_CODE_SYMBOL_BW.png,JBR06147_L2_8_0.png
195,JBR06147,IMG_LOT_CODE_SYMBOL_BW.png,JBR06147_L2_8_12.png
196,JBR06147,IMG_LOT_CODE_SYMBOL_BW.png,JBR06147_L2_8_2.png
197,JBR06147,IMG_LOT_CODE_SYMBOL_BW.png,JBR06147_L2_8_6.png
198,JBR06147,IMG_LOT_CODE_SYMBOL_BW.png,JBR06147_L2_8_8.png
199,JBR06147,IMG_LOT_CODE_SYMBOL_BW.png,JBR06147_L2_9.png
200,JBR06147,IMG_LOT_CODE_SYMBOL_BW.png,JBR06147_L2_9_6.png
201,JBR04319,IMG_LOT_CODE_SYMBOL_BW.png,JBR04319_L0_1.png
202,JBR04319,IMG_LOT_CODE_SYMBOL_BW.png,JBR04319_L0_1_0.png
203,JBR04319,IMG_LOT_CODE_SYMBOL_BW.png,JBR04319_L2_2_0.png
204,JBR04319,IMG_LOT_CODE_SYMBOL_BW.png,JBR04319_L2_2_4.png
205,JBR04319,IMG_LOT_CODE_SYMBOL_BW.png,JBR04319_L2_3_0.png
206,JBR04319,IMG_LOT_CODE_SYMBOL_BW.png,JBR04319_L2_3_1.png
207,JBR04319,IMG_LOT_CODE_SYMBOL_BW.png,JBR04319_L2_3_2.png
208,JBR04319,IMG_LOT_CODE_SYMBOL_BW.png,JBR04319_L2_7.png
209,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L0_18.png
210,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L0_2.png
211,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L0_35.png
212,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L0_36.png
213,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L0_37.png
214,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L0_38.png
215,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L0_39.png
216,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_10_3.png
217,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_10_4.png
218,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_10_5.png
219,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_10_7.png
220,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_11.png
221,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_11_0.png
222,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_16.png
223,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_16_0.png
224,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_21.png
225,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_21_0.png
226,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_4_3.png
227,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_4_4.png
228,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_4_5.png
229,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_4_7.png
230,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_7_3.png
231,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_7_4.png
232,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_7_5.png
233,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L2_7_7.png
234,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_0_1.png
235,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_0_4.png
236,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_0_5.png
237,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_0_6.png
238,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_0_7.png
239,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_0_8.png
240,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_1_1.png
241,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_1_4.png
242,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_1_5.png
243,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_1_6.png
244,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_1_7.png
245,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_1_8.png
246,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_2_1.png
247,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_2_4.png
248,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_2_5.png
249,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_2_6.png
250,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_2_7.png
251,JBR04683,IMG_LOT_CODE_SYMBOL_BW.png,JBR04683_L5_2_8.png
252,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_13_0.png
253,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_13_1.png
254,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_14.png
255,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_2.png
256,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_23.png
257,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_23_0.png
258,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_23_1.png
259,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_26.png
260,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_26_0.png
261,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_26_1.png
262,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_27.png
263,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_27_0.png
264,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_27_1.png
265,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_28.png
266,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_28_0.png
267,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_28_1.png
268,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_7.png
269,JBR04911,IMG_LOT_CODE_SYMBOL_BW.png,JBR04911_L2_8.png
270,JBR04511,IMG_LOT_CODE_SYMBOL_BW.png,JBR04511_L2_0_0.png
271,JBR04511,IMG_LOT_CODE_SYMBOL_BW.png,JBR04511_L2_10.png
272,JBR04511,IMG_LOT_CODE_SYMBOL_BW.png,JBR04511_L2_4.png
273,JBR04511,IMG_LOT_CODE_SYMBOL_BW.png,JBR04511_L2_4_6.png
274,JBR04511,IMG_LOT_CODE_SYMBOL_BW.png,JBR04511_L2_5.png
275,JBR04511,IMG_LOT_CODE_SYMBOL_BW.png,JBR04511_L2_6.png
276,JBR04540,IMG_LOT_CODE_SYMBOL_BW.png,JBR04540_L2_1_0.png
277,JBR04540,IMG_LOT_CODE_SYMBOL_BW.png,JBR04540_L2_1_4.png
